Image	Name	Missing	Centroid.X.um	Centroid.Y.um
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-3	FALSE	17079.8	17853.9
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-2	FALSE	18645.2	17671.3
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-1	FALSE	20160.9	17716
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-12	FALSE	3196.2	18952.6
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-11	FALSE	4744.4	19152.4
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-7	FALSE	10887.1	19252.2
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-6	FALSE	12410.3	19427
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-5	FALSE	14000.6	19372.9
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-4	FALSE	15606.6	19452
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-3	FALSE	17154.7	19327.2
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-2	FALSE	18739.8	19377.1
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	A-1	FALSE	20244.9	19269
