"","TMA.core","Ki67_density","GATA3_density","CK20_density","CK56_density","CyclinD1_density","P16_density","P53_density","P63_density","Her2Neu_density","Ki67_P53.AUC","Ki67_Cyclin.AUC","P53_Cyclin.AUC","CK20_CK56.AUC","Her2Neu_GATA3.AUC","P63_GATA3.AUC","P63_Her2Neu.AUC","P53_Ki67.AUC","Cyclin.Ki67.AUC","Cyclin_P53.AUC","CK56_CK20.AUC","GATA3_Her2Neu.AUC","GATA3_P63.AUC","Her2Neu_P63.AUC"
"25","C-6","12104.5894451501","5990.18437802356","12.1047617845738","6932.79084282429","8846.87247084917","3.9706712575909","0","6722.22743648391","400.025912573478","0","11673.4774824081","0","0","668.192587778758","13652.8197041119","1104.8011469238","0","3311.28263014622","0","0","-7858.43966660684","5232.3795137782","-7344.82376507809"
"26","J-5","2881.85515033432","60.3997405343752","0","7139.96036012752","4894.20048626401","4.71070215522433","13.5094333427787","8148.0582442696","136.019814372132","89755.7150340322","60743.7859130884","45268.8469966999","0","0","10200.1734527872","0","81378.0299047045","52568.6714725224","36896.4542199555","0","-8377.68512932793","2527.59568931523","-8377.68512932793"
"27","F-10","374.006488625192","160.034365945105","0","0","127.708922696846","14.5998520916214","0","64.0334516976745","281.598137878495","0","7782.93427097145","0","0","128677.376099238","0","3158.51485964825","0","-594.750858356473","0","0","92623.505567383","-8377.68512932793","-5219.17026967963"
"28","L-2","882.266185440751","19479.5268795852","1789.78653744816","5106.28749992562","10896.2465688394","12.5199010675855","34.5076537921382","15809.858658297","11483.6807863651","14366.8425235006","11507.399321185","8655.91326155933","8790.73394634016","11810.2252365857","11053.2222203744","11070.7925153533","5039.26159334602","3138.90080844302","539.137328815974","495.42639421465","3484.26394109966","2673.87010517329","2674.15963225631"
"29","A-8","16323.9136142734","193.288439308743","9.20580681368788","65.6718503421574","831.653565801788","15824.3703497318","8422.37957647667","1076.77149129896","314.769693685582","9162.11389722081","6933.2692580265","8611.91494067549","0","24709.3647744781","16088.6255911782","11589.1286326328","790.483333976823","-1436.16684250765","264.384849486636","-8377.68512932793","17016.9925209254","8547.80508167704","3018.15603731395"
"30","F-3","22195.3014814052","2536.29343228315","0","11015.21307192","1005.21761787503","30552.1780902877","622.035515021589","25383.9389385188","130.946480544707","12290.9888074448","6706.27248105465","3583.60556870827","0","0","1944.92415886477","8813.72209123557","3943.4250493024","-1723.98240380375","-4794.0795606196","0","-8377.68512932793","-6435.05954382807","236.813779492666"
"31","K-8","8949.535763634","3611.22342537942","25.4924903040598","72.6423916803871","2434.99671205457","4632.03128628708","435.459844342075","101.184243134095","226.881884522411","13217.863293375","11295.7093578359","12942.8212880373","1291054.11143434","4039.12014435226","2699.99157388046","58562.0743472073","4900.10940125026","2918.03497489484","4463.1547319555","1445226.91852544","-4187.95019573468","-5677.69355544751","36780.0874474719"
"32","G-7","3192.52797256295","8619.98133540735","0","4492.57867178954","12315.1747902073","396.095198592361","504.815780474374","7546.19329307716","826.096721171263","12823.1601366844","16682.5916914504","12746.4596508899","0","25313.9019944074","23682.1061532609","19110.8418685272","4341.12277620524","8288.14885176055","4448.30045437999","0","17007.935586781","15279.553425512","10732.8280223733"
"33","D-2","3709.2458464489","26750.1745400369","17.006485407634","113.860815605559","14056.8807700023","0","5.45510032401845","26716.4964178065","2242.06890546169","0","10466.7836950622","0","0","7941.05221393134","9580.454331605","8932.02280865563","0","2075.10195247119","0","-8377.68512932793","-432.329016229131","1197.59596264624","540.483110750189"
"34","K-6","12378.8638648844","3868.47028325728","24.505041144499","58.6225325246811","3265.63929523562","8482.41361787287","1052.48109413242","104.509347521011","428.990808971465","9916.5559486876","10797.9512942029","12181.1147405759","660654.858278304","1365.37048540512","11494.6931853154","51434.6896518031","1612.43877371638","2442.91810937101","3697.61263698176","684649.742685907","-7039.91757866123","3069.36718145129","42962.7667185045"
"35","I-4","13501.85946866","8.9534947998288","7835.53358795552","241.689899492617","17445.9224421329","9.52124575611862","0","122.725155811194","258.42962028958","0","10990.9494090505","0","8663.41905666783","0","0","16281.7908273251","0","2593.45020051324","0","133.136623930994","-8377.68512932793","-8377.68512932793","7904.10569799703"
"36","D-8","7023.44618346019","5359.41707493525","0","6716.0070556006","284.555382882305","13523.107007382","12113.1757110238","5610.44869230718","566.690790125975","14863.4922565166","7351.54929318314","8415.22344152781","0","30809.2267121603","19347.9226763931","19159.2452612394","6518.22941480693","-928.855133816716","-85.8727452135827","0","22404.4410280506","10996.3127628741","10676.2191944623"
"37","I-9","17.2579179951156","0","0","4.67534690914407","178.31610041816","0","0","5.29998434825943","0","0","1723.17406197026","0","0","0","0","0","0","-7314.78983085905","0","0","0","0","0"
"38","J-10","116.691358620542","4.27176380195031","0","409.935733603997","5550.08426693472","203.502186429083","386.428467042925","490.663532681903","0","13476.0440368375","8439.20640308352","10568.7620729492","0","0","0","0","5098.35890750971","-9.85630113703064","2171.9796686332","0","0","0","0"
"39","K-4","11687.2370916643","731.144884040065","9.33190063379606","6571.0458857611","4334.75662200823","14127.3869981489","1310.03529840528","9487.50578932443","1982.84702668824","14445.7236861158","13642.0835639084","19319.8926312043","20003.7798067583","10079.1213161907","10916.2003906091","12213.1297430742","6011.95289954613","5263.28132714058","10965.9940339258","11550.9148852291","1640.87464098583","2514.60936502067","3795.60978023167"
"40","K-7","9086.00537945083","5031.97046593853","36.7862767909038","54.6270679621299","2768.79641612843","7752.60012555452","726.140072826345","138.23037919967","133.906081598965","11533.9478336757","10836.4547459169","11526.9823536144","1701677.08919479","4672.26988536364","4694.57777115074","0","3074.09665446286","2448.36799479849","3134.6403524699","1696118.6525514","-3820.12027539389","-3568.84567011351","-8377.68512932793"
"41","D-3","10486.3115949884","28753.5767023008","727.70110999502","1297.33508332681","14207.4333225933","101.091431144726","98.6471989033387","23447.6340067737","3923.88191824907","11847.7256879122","10575.1688995421","11953.3967399304","30356.7025793716","9543.52361430752","8934.50628732657","9129.32712077058","3296.45319370244","2215.17232263647","3639.03525259526","20977.8950020543","1200.37382040454","541.540482267832","706.426272933473"
"42","I-1","0","0","0","8.63997774363299","115.472652213332","4.08747147827857","0","4.47467881244679","8.6188333154282","0","0","0","0","0","0","0","0","0","0","0","0","0","-8377.68512932793"
"43","L-4","2758.68431974217","7355.08090720739","526.924175433573","1894.2064904282","8568.70453071307","60.1740731333954","53.1688974332819","6246.76982843163","2386.28302734172","25931.2753070476","18405.2346231381","23937.5012331884","26726.6802745671","31532.1031679241","31104.1431816616","34281.51869555","14584.911797568","9874.7898250235","15662.1052067727","17932.1898925768","22826.0801010798","22518.6504415227","25903.1200702663"
"44","G-8","2024.85133867211","9864.43872340826","0","3682.01388917876","9232.56267581732","265.077203207998","226.239540615612","7700.93915936882","900.996146602416","14954.4256393507","20895.4207447073","13335.4668747144","0","18436.7596553534","21481.8576589322","20672.4751508718","6637.71962868469","12595.2268409455","4864.45049420599","0","10129.9488105971","13046.7816886095","12184.3566057598"
"45","K-9","3641.12523860007","2664.60762509106","107.451611498055","1988.63909414365","2175.67385855327","597.045539998732","1331.05656672936","3170.93010886674","999.006121501857","30918.4707204592","31790.1290049306","30574.9412556356","34281.8301136075","113572.462532191","71825.5474029472","67088.4497604501","22456.3552771118","23529.5820937331","22310.2859935388","26637.1098909073","105162.798110003","63617.3415359715","58814.4463577969"
"46","H-6","2647.25546773733","8513.90226369003","1974.46667726116","170.548074939705","5194.98753763809","127.436673977105","1128.50555788198","8268.55244028337","1761.85475858336","20597.1920331267","13780.4348008586","17740.24747011","2972.43321821422","19026.5711182477","18629.3672721242","19990.2923754742","12205.2706930364","5415.97442932479","9397.62053544284","-5502.00903147785","10633.5698513451","10257.7699493588","11700.8206733245"
"47","H-5","0","4.31652855230249","0","0","295.789018844587","8.26537615097729","0","20.2406043778769","21.7340838438642","0","0","0","0","0","0","0","0","0","0","0","-8377.68512932793","-8377.68512932793","-8377.68512932793"
"48","L-7","1817.52760248734","16863.3486845693","755.822190834334","6044.20242725146","1255.36694566146","457.944747781311","41.2412482642386","17385.3525128883","85.3515286368477","283.608456317335","10359.715529695","30894.7714049676","12161.5636231358","13223.8293963005","16220.5999364802","12857.6909795671","-8094.0766730106","2016.43932568666","23009.557419294","3816.56510010432","4797.27313066641","7836.7272494511","4582.27660220879"
"49","J-1","808.442563830345","570.825313577387","0","6730.8742131114","3115.45971485675","0","0","8102.83685510287","8.14550201386977","0","69848.4643746028","0","0","1078.98229254196","2093.94245360335","0","0","61989.510748676","0","0","-7298.70283678593","-6252.3676234801","-8377.68512932793"
"50","G-4","3031.54999721416","202.491890867095","0","7338.98548435196","8110.41682046137","15597.2320815187","10210.0622831805","9691.75446745073","445.554026920654","14538.9681160201","12707.2577162358","15328.28166228","0","41175.0710434793","17705.5511130053","20128.0752958003","6133.00658951915","4333.61883367435","6977.3020885142","0","32742.3851190973","9216.52415514912","11902.1489328371"
"51","G-3","843.583055229122","23.1347474924403","0","3623.21925740432","1248.26264401515","2845.09970231633","1874.08088455623","5529.23865645898","59.8515084987572","39918.5492438297","35970.8739287653","43811.8178363275","0","173464.227404954","6074.02980849234","1437.10891678369","31527.6817750242","28159.4093202276","35423.1413443671","0","165086.542275626","-2322.38636204429","-6759.55843272142"
"52","E-1","0","392.310343629596","0","0","336.805098167845","3.89019319903278","0","9.87422737049682","72.5287758717683","0","0","0","0","2588.0042865877","0","0","0","0","0","0","-5789.68084274023","-8377.68512932793","-8377.68512932793"
"53","L-8","350.085418419009","6908.01727750555","0","3258.80670964189","1907.2140798418","581.292864609032","20.8626685706968","8086.56859234245","82.9682654667461","0","17448.8551386204","44755.7534045144","0","5205.78368032991","21005.8739562228","2994.56270185817","-8377.68512932793","8417.71885736939","36378.0682751867","0","-3153.80584318883","12656.3966077878","-5383.1224274697"
"54","A-3","26376.6984307719","28456.5532697023","0","13.619658417167","251.121122801907","27065.9878137569","646.667941436425","41.6766281217828","17023.2339540502","9151.83643362345","5551.14020759542","10563.7831242075","0","9480.42806745612","10938.7188492221","3336.40395352273","752.658958152831","-2890.38363471191","2171.37655523789","0","1101.05117847421","2971.13661755534","-5328.29510868079"
"55","E-2","9114.85964406995","7837.03926031756","0","10167.2883643202","13887.5624963045","0","448.76616450314","17893.0171591392","0","10077.200722824","10311.0696050199","10366.3619194503","0","0","10821.5430794731","0","1737.29462977807","1931.35298492821","1992.39695910993","0","0","2457.9030592523","0"
"56","K-5","8872.32006266616","109.957718916077","271.613426291554","3796.1722873586","5405.85117887344","2349.86695039358","455.015823588622","6937.91200348453","755.826704196054","11511.1542499237","17907.1560635518","23653.2869397495","13039.5304983157","26706.1532340823","7406.14189717837","11203.3545595143","3131.28841796669","9544.88225857366","15272.3809291956","4742.13775098464","17802.95671256","-1098.3481398134","2816.30237290039"
"57","B-6","8665.85082464282","16530.4209673823","20.2908268741931","2153.62006537092","16168.3678018633","0","1697.57313419224","14359.8261758009","122.516270032337","11079.3512247287","11546.3942820397","11278.6667314263","6780.60839344462","8902.976904287","9611.825230174","15813.0501342118","2678.48036293976","3180.89586025706","2934.75846122767","-1597.07673588331","525.291774959042","1223.95427235251","7435.36500488373"
"58","H-9","0","0","0","15.9226667024538","80.6106237758642","0","0","12.9907898501395","4.03149667327138","0","0","0","0","0","0","0","0","0","0","0","0","0","-8377.68512932793"
"59","K-2","8757.80462287231","6334.01368007562","45.9676385428678","6911.82574307761","5859.70895374257","13014.7739256437","2100.29250609518","6857.52168717456","2708.52733822452","12446.1311102547","8349.71914682584","9111.22210582416","16764.3793224434","14110.9620931116","12844.6977635375","13558.5859270935","4025.78895236528","-23.0642267612575","732.14925489045","8126.15983404382","5736.31780948397","4439.56127454422","5106.38333158463"
"60","B-8","6051.10613217759","19679.5671158242","3.74573781756948","2527.75704475991","16155.555562531","0","1755.57168404283","15326.0976077492","60.3698545273075","13562.5837327648","11594.9030730801","11217.0136734641","34930.7014734657","11670.0515654503","12689.2988707757","11376.3387020038","5034.80007027241","3171.60012431076","2855.01987070561","26553.016344138","3292.36643612228","4316.86060281337","2998.65357267586"
"61","D-1","6797.87910271969","1920.45863573273","0","9575.90685152324","9915.38832723857","6795.43932897081","5396.95679661142","15644.7684673865","516.144918670035","15096.7903338997","18851.4354744775","14650.2731152826","0","90567.0531802615","9712.12484591117","11449.2624845358","6723.34674939158","10493.9495664042","6281.65357742418","0","82086.6405052254","1343.7907622107","3061.98783691056"
"62","L-6","1096.0192878315","14540.1218345286","3979.56285363855","7992.45610281829","5802.91382109948","2395.38900500075","4.11140969560608","15670.1292464329","60.2272986255057","0","15592.1816778299","14224.9048513663","12867.3633570099","16952.68663423","13181.7717990759","13263.1545774029","-8377.68512932793","7214.49654850201","5847.21972203837","4513.7037286571","8445.94209589192","4801.11136800068","5271.26724739629"
"63","E-3","7250.64406658973","5950.67704946718","20.0841982588874","9852.13314985182","8854.39063321923","0","191.351793119301","15436.2082850045","245.117182537116","12665.9449077985","10607.3297418057","8883.56760961644","654.926637621807","4695.19681146462","10521.604019496","2763.05973182499","4419.98171274603","2249.17534706963","535.462115372415","-7722.7584917061","-3682.79150724784","2150.66509626995","-5609.63067358499"
"64","I-2","28840.4023547177","866.107557747784","4151.02624277079","49.5819938995992","364.945581762212","0","0","29.549121691935","7.95794789369134","0","6504.55390294961","0","20566.4566734382","47054.3840731131","39782.7272352199","0","0","-1902.99581643092","0","12428.2204932576","38676.6989437854","31405.0421058922","-8377.68512932793"
"65","I-3","11894.0681416347","71.4563979613716","9642.33820305955","51.9247884253593","17005.4412961669","0","0","727.692813769669","2793.34062496231","0","9976.31574793987","0","5572.78065205546","33.7709204943053","0","7047.37075483904","0","1588.00318440555","0","-2804.90447727244","-8343.91420883359","-8377.68512932793","-1330.65890560906"
"66","B-7","1414.77473455222","2380.37194006274","0","871.925405492481","3971.69983894998","0","33.4480601400334","3.95740087490581","37.7236603700891","48907.9694144446","33742.383456483","54506.2241160017","0","10860.651429115","0","0","40530.2842851165","25947.0640801049","48984.9441908807","0","2482.96629978705","-8377.68512932793","-8377.68512932793"
"67","A-2","22507.9357658229","20921.7511607404","17.4459100979512","30.5816895370813","758.731068481692","25038.4241040975","2176.02674654687","1658.26034993752","5602.64131538704","8772.71181821043","5784.25547845336","14092.0452478344","0","12693.0641505447","9214.52214811102","9043.85549372702","389.676474414035","-2600.45048914701","5707.32243358996","0","4321.13561767945","808.536749877821","651.074274613609"
"68","J-4","2361.80137714131","22028.5639276095","6279.36602837545","19.7099853590177","12840.3284109598","7181.32146961409","509.612890214044","20787.7308079359","6727.39627951022","10190.4102881531","10596.0982516796","9651.5832441583","10568.7908724975","10164.0094118749","11068.356975302","9738.66822976689","1812.72515882521","2225.61788781316","1305.47226589563","2191.10574316948","1793.93011896155","2708.4561223815","1362.18668330833"
"69","A-4","24651.2944666163","24567.5585663635","0","0","577.899704321069","26242.4232298013","13107.8579449908","269.639200717944","3639.91600094318","8747.4952893334","6803.22316603101","7390.78696310113","0","9043.05403814395","8905.53923167835","5743.53912269784","362.219754432233","-1566.6753024613","-961.42151075622","0","651.177959840563","545.044295849635","-2634.14600663006"
"70","L-3","3422.72972047256","19225.2963708233","5490.41844094713","4741.51177988184","15902.0539327768","293.666432672075","112.036587332597","17196.8965690007","2833.20897804197","11527.4436947482","10460.2946135239","12062.5377496766","12748.4911681861","14140.5087970213","13428.6730727112","12665.334382329","3209.15227325406","2109.26352394262","3664.60471395799","4401.29303983203","5804.54732848634","5080.02469724003","4306.84679137915"
"71","G-2","619.178381726625","118.760529353039","0","8606.04206697801","8478.54059061499","12951.5370782385","7965.3040303264","11010.67032629","472.932180592328","14798.0269215843","13673.2352914617","13726.1791626218","0","11482.0771064033","12013.0240713569","10657.5885929206","6539.38422255922","5286.82068779017","5363.38548006851","0","3465.11026311765","3635.75129182846","2309.28924259491"
"72","E-10","171.413146570852","22186.9314237842","0","7472.02441087816","7739.95103941906","499.006727929949","1762.06469961785","21339.5018966693","729.062842787381","18155.5804181718","13803.3721013935","29053.8800958493","0","13125.8936875323","12003.9599247471","7491.81992252124","9777.89528884401","5415.95614960324","20726.6733900621","0","4711.41748670663","3629.20155386219","-914.75501672682"
"73","F-7","13705.5503333764","181.18866501307","0","5563.75551667348","2470.51898011484","0","3103.11535091025","3721.56088139051","234.569336284139","10127.9578464255","9199.66863235994","10749.8795544404","0","89784.4099566452","5021.3063488318","4247.14622858056","1760.19742626324","840.333708422768","2340.63001504613","0","81406.7248273175","-3356.37878049613","-4130.53890074737"
"74","H-1","0","7.42838856947626","0","7.57622932005333","16.0890913627641","0","0","3.78934428995896","0","0","0","0","0","0","0","0","0","0","0","0","0","-8377.68512932793","0"
"75","H-4","7421.79045568107","17304.7923278668","10344.5513500002","2712.0717298446","1435.26177976458","13667.5721544525","12609.2089903305","6219.05731170089","11391.7252158174","11063.6232704287","4723.80687664036","3530.3086861773","8776.6517770713","10846.9913734826","9248.85943620559","9148.49889413815","2668.74215991748","-3680.31459906534","-4841.11950813717","356.523020301573","2470.85980541867","886.965919251539","787.851776658514"
"76","E-5","206.893549168758","665.168181729037","0","3.79895608769099","586.147766060353","0","0","31.1084675916935","0","0","14692.5200402259","0","0","0","10597.9455886756","0","0","6314.83491089824","0","0","0","2220.26045934766","0"
"77","J-3","835.011509532193","18482.0290078929","1758.71304069106","79.2286895669357","12754.0141610742","9344.27051814279","476.023587985317","17073.347301039","7126.81387868179","17983.4462891207","11347.4096474261","11287.8756449486","25646.9085385511","10728.8779636661","9739.35530976625","9575.30041202297","9605.76115979266","2955.37008396292","2945.50443300817","19013.0292390811","2366.16390465974","1351.29989486032","1193.86567059303"
"78","K-3","15312.0806517753","9902.20832733891","815.283766443596","9975.6654908192","2850.47359406845","17904.0554158937","8171.08217367223","10576.1055022142","5582.48045773056","11078.0675856473","7224.05631025648","6833.70849774138","9189.20521928929","13161.4428591299","8716.05148113135","9621.95528294006","2710.44822260382","-1161.95548471632","-1552.88555713637","819.403516947968","4794.12794468133","353.855771166087","1248.25225925754"
"79","E-9","89.9474238399143","726.635064162123","0","3.74259000615455","816.556591711948","0","0","200.549930489963","37.0102916624977","0","13497.2732517989","0","0","0","18167.5840935798","0","0","5119.588122471","0","0","-8377.68512932793","9789.89896425174","-8377.68512932793"
"80","F-6","3661.43229400872","106.260000565164","0","9567.84198958551","4306.67583745027","0","39.4118498197401","14434.8053213465","11.3193996621137","19868.5748836666","13130.3763017309","20531.7009894592","0","0","10427.0163084439","5501.84069086018","11490.8897543387","4733.78035725036","12154.0158601312","0","-8377.68512932793","1976.39214481768","-2351.56838776308"
"81","H-8","846.998636692469","18553.1392167247","191.545810430308","138.081217025635","7348.59501933276","0","1506.64823585244","15421.7268861146","2249.88440210943","39242.0199410538","18736.6439404874","14908.5421508085","2975.69665170758","8423.45286728255","12158.359962167","8280.48498989234","30693.1994806058","10392.0363661669","6573.15840321989","-5401.9884776203","36.7113406538706","3755.08696435107","-116.295552852023"
"82","D-4","5674.94337803552","26331.0584106712","164.699349446744","933.128318803022","4633.76560077125","160.793804122367","69.243166879649","23136.303363717","3074.99774625161","8907.52181636181","9362.41458267765","1124.15282290828","0","9451.49190932221","10311.8281553715","8581.14729662379","529.836687033903","1056.80502929284","-7424.5286507149","-8377.68512932793","1072.50573198647","1943.48474375761","180.972041474959"
