"","core","TMA.set","Kcross.Cancer2lympho","Kcross.lympho2Cancer","Kcross.Cancer2Stromal","Kcross.Stromal2Cancer","Kcross.Lympho2Stromal","Kcross.Stromal2Lympho","cancer ratio","stromal ratio","lymphocytes ratio","lymphocyte.dens","cancer.dens","stroma.dens","cancer.to.lympho.avgCount","lympho.to.cancer.avgCount","cancer.to.stroma.avgCount","stroma.to.cancer.avgCount","stroma.to.lympho.avgCount","lympho.to.stroma.avgCount","ShannonH","DoC_TL_max","DoC_SL_max","DoC_TL_min","DoC_SL_min","DoC_TL_mean","DoC_SL_mean","DoC_TL_Std","DoC_SL_Std","DoC_LT_max","DoC_ST_max","DoC_LT_min","DoC_ST_min","DoC_LT_mean","DoC_ST_mean","DoC_LT_Std","DoC_ST_Std","DoC_TS_max","DoC_LS_max","DoC_TS_min","DoC_LS_min","DoC_TS_mean","DoC_LS_mean","DoC_TS_Std","DoC_LS_Std","localized_TL","localized_SL","localized_LT","localized_ST","localized_TS","localized_LS"
"int161","E-3","1042","8442.55468618125","105.370303892938","16912.4208991861","8846.63149559533","13187.7475459926","4729.65381009836","0.343471963583695","0.0560728326091455","0.600455203807159","25490.8984734958","14581.2858256385","2380.43883057111","104.834252239835","183.269879518072","117.865313653137","19.2421686746988","18.420572019297","197.254612546125","1.16636096254049","0.95814364591817","0.962558610310553","-0.93709104909904","-0.936820973211034","-0.277552216282926","0.0360570028828567","0.455749614811441","0.444711945870785","0.94966449860916","0.941903093920142","-0.935015032183862","-0.822726103839666","-0.179696953464118","0.0122246860010476","0.480742100052484","0.39497699069763","0.926065427599345","0.964754900107299","-0.856729131255859","-0.942413934245129","0.0798248692667005","0.0451228831287228","0.489484144444572","0.560987957479441","0.00878855764259866","0.0318800620368775","0.0126544139801145","0.0319373305212413","0.0388170055452865","0.077634011090573"
"int162","G-13","1042","19440.2539703771","10811.6639445738","26519.1936061184","18346.1215518967","39986.0832756236","31611.7364719305","0.612676056338028","0.131924882629108","0.255399061032864","2349.81638158452","5636.96760655846","1213.78382945818","45.2867647058824","18.8789272030651","47.9039145907473","10.3149425287356","10.0275735294118","19.4128113879004","1.31422083207882","0.931485257549295","0.953252329697889","-0.791200436363391","-0.657947859093894","0.28444343334529","0.19329744977439","0.476065094344553","0.447133569629669","0.929382600821061","0.923079509545295","-0.834049617844548","-0.741684247312594","0.147191815362843","0.114842426184877","0.450599676374247","0.409291043995775","0.932198406037795","0.942455685894695","-0.776799507685536","-0.727081824961894","0.227797739372353","0.1537180068245","0.469674920973511","0.469864762081086","0.104972375690608","0.0607734806629834","0.0529141104294479","0.0452453987730061","0.075","0.0571428571428571"
"int163","D-13","1042","15582.1358709936","7302.50693668809","17411.0865792779","9238.63962869614","29183.6268491442","20602.3766710653","0.675862068965517","0.0269865067466267","0.297151424287856","4414.4139618801","10040.4531484135","400.905405216154","84.5146316851665","37.1579414374445","83.5333333333333","3.33540372670807","3.55499495459132","39.1444444444444","1.02886294173223","0.920736704521836","0.946351765378314","-0.845808233412105","-0.853811864017869","0.0577292600839328","-0.0709454984124465","0.442534619658311","0.353610508013549","0.930427144091642","0.937118554308367","-0.841908153511436","-0.93321712228549","0.0195969872910601","-0.0266323682929044","0.406007906882048","0.330068791202331","0.917300337147767","0.928119823535157","-0.804777179142758","-0.832571913235534","0.116838289389414","-0.00407105559440638","0.541910635983065","0.561702835195975","0.0232323232323232","0.185858585858586","0.0128717265867732","0.205059920106525","0.0337078651685393","0.0786516853932584"
"int164","L-13","1042","15776.7978324404","7268.4494458111","18089.283452041","10039.1174683424","17120.3410524626","8741.74833687523","0.773859168354581","0.0251399976170618","0.201000834028357","7266.63987932905","27976.7789070789","908.868414071387","226.499110847659","58.8306389530408","217.232227488152","7.05727482678984","7.12270302311796","56.9478672985782","0.868760523640739","0.914705947558784","0.933172840617577","-0.903340477322477","-0.744870138252562","0.0323115235305427","-0.0063481388687914","0.502659012332682","0.3871003525341","0.91700309353893","0.935958089631772","-0.932974903464958","-0.875045991120816","-0.0244736721266435","-0.0135930600247087","0.438931089230049","0.360465084684487","0.945327954345368","0.900227481317688","-0.872176416215359","-0.810870649658381","0.170738864872896","0.116870782033932","0.501486221262322","0.488745611430215","0.0302491103202847","0.0326215895610913","0.00662149676624576","0.0295657530027718","0.0523809523809524","0.0428571428571429"
"int165","C-8","1042","9097.17021531158","796.633359914616","12667.8974240496","4402.72148849088","10771.0955164995","2337.71628121843","0.233328653657167","0.113294959988769","0.653376386354064","40438.8122546621","14441.1916560482","7012.05876439886","123.577889987108","346.047833935018","114.413258983891","55.556257521059","56.8461538461538","327.826517967782","1.21105497685181","0.928817951053688","0.96211007110701","-0.946450816928302","-0.931706964179493","-0.301222736017102","-0.0876312241737272","0.440471011746493","0.458131261426938","0.931951524947128","0.936335304592701","-0.939579372559362","-0.917782624392665","-0.278226916042037","0.012141838233232","0.462614566807948","0.429763357512278","0.91636712404858","0.963637580695584","-0.934884163977622","-0.938680061836852","0.0236179129841175","-0.13864596227845","0.444149894193005","0.509779316099804","0.0037606102933276","0.0106371548296981","0.00571772494733674","0.00752332229912729","0.00991940483570986","0.0210787352758834"
"int166","J-1","1042","13467.0733384077","5135.94648410194","13834.1638046482","5684.98098349362","28957.3693621457","20921.6779953297","0.348648407529664","0.0601302524756892","0.591221339994647","28608.8902174553","16870.9133800838","2909.6713454904","160.650520597555","272.427072671443","133.189910979229","22.9710849539406","23.9506564056134","235.488130563798","1.22163378594784","0.934733704996221","0.970705514338441","-0.940996131018727","-0.893589303161617","-0.143770970237218","0.170226912698205","0.515673279044134","0.436773057954267","0.951575753734892","0.951879994037954","-0.945610342048762","-0.930723235238618","-0.150230896624556","0.00668533817846935","0.516195015907272","0.412604271747749","0.96303600214704","0.971826953776053","-0.902480691148926","-0.858790429600297","0.00287711496433129","0.154431829829849","0.479221622608191","0.532347889205553","0.0256565046785391","0.0378810745547842","0.0238034297414896","0.0117737394420271","0.0282317979197623","0.087667161961367"
"int167","K-3","1042","11475.7286512582","2886.72245929152","9801.0721934326","1095.05228739974","14028.0834092789","5656.04731422669","0.477649194463354","0.121624687996369","0.400726117540277","7204.71653817159","8587.72837647293","2186.70898327292","73.8080407701019","61.9206650831354","71.3451492537313","18.1667458432304","18.5583238958097","61.1436567164179","1.39780149916985","0.953016617706787","0.952509842425013","-0.860199898834914","-0.877690693448019","0.0176328206440519","0.000278862321271405","0.47241598091633","0.405645744232504","0.947394100788163","0.956044355054285","-0.843928222333311","-0.872605820578393","0.0603142671117434","-0.0188561516728471","0.458092340159123","0.410310720299622","0.939283431975389","0.952509842425013","-0.873248151044894","-0.836154505454437","-0.0216572030421592","0.0284346522265702","0.478516979890908","0.461064593649433","0.0390934844192635","0.0135977337110482","0.032319391634981","0.0152091254752852","0.0299065420560748","0.0336448598130841"
"int168","F-5","1042","18943.967617847","10362.4434724959","13770.7182439971","5415.01634733926","15717.5906199336","7485.28004323784","0.667721518987342","0.0464690206528981","0.28580946035976","7262.73377591021","16967.5406221585","1180.82909293645","144.216783216783","61.7298578199052","144.584229390681","10.0621102519332","10.27331002331","63.1827956989247","1.09560845137391","0.937810710490478","0.938552445845592","-0.915344206260567","-0.807796872661045","0.0666729804011598","0.0264378667447745","0.519982054736538","0.39103284797124","0.938295801482149","0.933387047457076","-0.923845855235124","-0.872173590250365","0.0744076997132799","-0.0394685940503919","0.480897476402006","0.402800701522206","0.914797819375594","0.938552445845592","-0.905383735884519","-0.822591298569251","0.0291737290796823","0.0623074846772987","0.548446926076751","0.494003004654654","0.0507288629737609","0.0186588921282799","0.030688622754491","0.0124750499001996","0.0431654676258993","0.0287769784172662"
"int169","G-3","1042","9615.93342231924","1136.93440721689","11742.7982546188","3615.60437266942","20759.9576799774","12591.9835373469","0.406454576777306","0.0462845985988285","0.547260824623866","20418.07776736","15164.6541907003","1726.85946280085","119.20314795383","160.497033060186","122.583126550868","13.959027974004","14.6260230849948","172.935483870968","1.16292153047583","0.953594236888594","0.971622867604864","-0.926665307431379","-0.826151019789528","-0.219960101611567","0.163407875555975","0.465093879197617","0.427990117912857","0.933845243816937","0.946424282037452","-0.932036620410525","-0.876359631648192","-0.182779161279667","-0.00510580042057574","0.441844294546248","0.367783335592105","0.937948840705773","0.977389175424477","-0.855375475438254","-0.751523033438359","0.00759095547983076","0.277741720916005","0.498818868207713","0.487728704355518","0.00923593618807725","0.0321158690176322","0.0073487846240814","0.0115884680610514","0.0422885572139304","0.106965174129353"
"int170","E-8","1042","10407.1176717619","2029.31767308436","17670.935469392","9197.26435353828","15075.869461529","6634.98730082443","0.12935227546352","0.0157476522995425","0.854900072236937","77598.2710860469","11741.1534552232","1429.39582273194","100.008224425417","660.947877885331","99.5045871559633","12.1139240506329","12.3861536728256","672.39755351682","0.654604109516959","0.926867559449209","0.945495507791072","-0.943549004687564","-0.943570456345836","-0.287290511314991","0.014763317875258","0.444430071017099","0.405779802300274","0.917905379556352","0.925347473626013","-0.951080778096613","-0.916433134929419","-0.347294864143955","-0.0324319035050249","0.473271795796974","0.37236438928022","0.933836899989555","0.937260538736489","-0.916433134929419","-0.946421122377092","-0.0458848880363397","0.105588087877893","0.477066571385122","0.571806386435262","0.0038871049518337","0.01599909864233","0.00856610800744879","0.0286778398510242","0.0214723926380368","0.0858895705521472"
"int171","E-6","1042","8351.2997817978","15.4050688887546","14802.4910921494","6550.37231539295","22780.4995766687","14388.3834915555","0.648435030034777","0.0565918431868479","0.294973126778375","7984.86996106672","17553.0206753996","1531.9311072143","129.854233654877","59.0706972208679","147.857541899441","12.9044368600683","13.2175777063237","68.8938547486033","1.12229410482152","0.918806176946914","0.932892832551254","-0.899618971871549","-0.853986656550978","-0.156211325826442","0.0482551695069856","0.453730335914179","0.428614195720086","0.890232586091276","0.919048917498182","-0.906646110526863","-0.851696845816845","-0.0674478249833043","-0.0232559141480952","0.395449892959237","0.346005635277866","0.905837415468861","0.943692942907987","-0.872899504790865","-0.86896554691487","0.00981814388165428","0.123051327611245","0.488598635234628","0.514589829586063","0.00750670241286863","0.0300268096514745","0.00316995854669593","0.00755913191904414","0.0224089635854342","0.0700280112044818"
"int172","E-2","1042","8592.00782080437","184.186399351638","22887.6807024826","14168.891180238","11219.2916893774","2817.93785068704","0.259616605306589","0.0403706995048876","0.700012695188524","23304.2671787482","8642.95001460647","1343.98929322487","72.2228871962278","194.737897310513","76.4433962264151","11.8870415647922","11.0217627856366","191.116352201258","1.0312505560607","0.938341514536295","0.95209984747351","-0.923483529305727","-0.90883903756755","-0.0863557004308846","0.0436025955516633","0.465879295106943","0.394534197635668","0.938341514536295","0.954129947836382","-0.912179113426583","-0.884159499656743","-0.0997694375212211","0.0269449888414536","0.496556752219454","0.390617043650573","0.95982624603242","0.963036002147048","-0.819686103916793","-0.910616134204161","0.174840564286275","0.147169664265132","0.528108995222562","0.548817551021565","0.0116089243606022","0.0360964991837475","0.0156555772994129","0.0474559686888454","0.0694006309148265","0.0788643533123028"
"int173","I-10","1042","11634.2590125035","3040.11793828674","17007.4516663221","8705.82992877217","19087.7103706712","10817.636196402","0.7217125382263","0.0600698995194408","0.21821756225426","4193.48772376023","13869.1525918957","1154.36348752159","117.6996996997","35.5874697336562","113.432727272727","9.44128329297821","10.5135135135135","38.1927272727273","1.0278536395328","0.954171927654686","0.943379670773788","-0.874658540779691","-0.683481763623172","-0.00147494806200907","0.0622893160687002","0.510778226234555","0.420765260525749","0.939012318305022","0.914818648161967","-0.871135255976814","-0.861335347601345","-0.0138566301786349","0.0473828634561677","0.426376062103986","0.367540256872938","0.917633474771696","0.943379670773788","-0.845883182500885","-0.741056880160627","0.177152614786418","0.107457276944481","0.515304925021465","0.472697230161027","0.0470941883767535","0.0571142284569138","0.0196790796245837","0.0578262185891614","0.0693430656934307","0.0401459854014599"
"int174","A-4","1042","17348.9131579383","8995.74541899317","22643.1782591501","14402.1485666169","36233.3925266103","27103.4780200131","0.800863557858376","0.0582037996545769","0.140932642487047","3749.09372064465","21304.5926257711","1548.33895080545","142.03431372549","24.9946085831356","155.697329376855","11.3155057149019","12.1495098039216","29.4183976261128","0.880563927449999","0.943599613199404","0.947413463729268","-0.935607608952887","-0.676957746048763","-0.0549803975077442","0.118157856994459","0.542400220020923","0.452007181732335","0.940807898367453","0.905915234362228","-0.90544951565941","-0.895389668379327","-0.0878253137331714","0.0257566144375667","0.387812446089506","0.375363833586844","0.935179660083725","0.948230980168144","-0.845812805086779","-0.726146215101154","0.172615647486498","0.0623419934764427","0.492077284978068","0.463849906036876","0.0355828220858896","0.0417177914110429","0.0114322691975841","0.00388265746333046","0.0476190476190476","0.0357142857142857"
"int175","E-5","1042","11315.116686198","2973.82221985477","14914.7170787423","6532.07007065811","18561.935274438","9971.6910734725","0.425616063279586","0.0543048372376027","0.520079099482811","14178.5622692153","11603.2808509109","1480.47579119915","93.5343667739105","114.293781272337","93.6414565826331","11.9478198713367","12.1877742029833","116.72268907563","1.19081532654187","0.931272282809114","0.949290125420378","-0.924660289223387","-0.899826094627151","-0.108938234324002","0.0892864212303175","0.461092249558304","0.442691208739481","0.944713943319967","0.933461851681125","-0.883061858175485","-0.895783663828232","-0.0657478248436232","0.00929751045715071","0.443995701365171","0.374233950251075","0.902105126983262","0.94076126748342","-0.85882460914797","-0.86451697648107","0.058611678936203","0.195260354740885","0.480585714862827","0.541445962113063","0.0175541252194266","0.0354008191925102","0.0164461923489453","0.0389703253485878","0.0337078651685393","0.115168539325843"
"int176","I-1","1042","12263.2166830607","3998.59869646974","12767.8480553852","4560.55590733507","23553.2590009153","15428.4402112756","0.399036355672361","0.0801576872536137","0.520805957074025","14062.4689475346","10774.5241473541","2164.36654112601","90.7095598542192","118.389315770216","98.1621129326047","19.7186242224662","18.6377908606672","121.092896174863","1.28679663508694","0.940368721236301","0.966624174331684","-0.929579735939606","-0.873745487758964","-0.0541420151376777","0.214382285823049","0.505466529248318","0.437683169093515","0.947413463729262","0.945652712609975","-0.948525456802317","-0.838974645157783","0.0274467304850448","0.0649059639771848","0.490418435409461","0.411244207523182","0.92394956796615","0.967350478453886","-0.874137244053953","-0.814600771535818","0.117549577404414","0.299438410702234","0.492522270047798","0.496510918970978","0.0336511497476164","0.054122265844083","0.0336749633967789","0.0197657393850659","0.0437956204379562","0.136861313868613"
"int177","G-2","1042","11628.292265618","3169.77057775186","13357.5318976328","5109.88684996957","16352.9773886993","8019.5474532856","0.783020811868947","0.0428600865444055","0.174119101586647","3577.65918145884","16088.8815260871","880.654567743715","147.879289940828","32.8834210526316","137.004807692308","7.49921052631579","8.52189349112426","34.6201923076923","0.878449383301071","0.877540983328627","0.909772820512529","-0.887511954599761","-0.846735656379052","-0.116024124237869","0.0103425961217372","0.498360910831724","0.39116079102006","0.90629903810224","0.911549565457302","-0.917740437627914","-0.836712072396807","-0.0303006330245931","-0.0380125411213122","0.405876114261297","0.353454016650423","0.948124085058984","0.91472358746681","-0.812199848772908","-0.849567548206407","0.0428355229807844","0.108306848655086","0.502995335977308","0.47910609220958","0.00592417061611374","0.0296208530805687","0.00473808897078178","0.0279020794946038","0.0338164251207729","0.0386473429951691"
"int178","F-6","1042","12907.1133876822","4553.1682863395","12944.8568683551","4615.86742825952","11570.9821831312","3031.93921925584","0.332591040083835","0.0296044013623264","0.637804558553838","19522.4926913067","10180.2441863273","906.158009495854","78.2579585130417","150.072075620323","85.1769911504425","7.58211894446633","7.65762990347094","164.977876106195","1.04847067510425","0.951616534350486","0.969283690768145","-0.907374000393484","-0.915587517417291","0.0078401980251235","0.012522178030549","0.451960948496489","0.395353466468263","0.948465029815499","0.935684014172505","-0.912837511959057","-0.858538461394141","0.0528991505028011","-0.017435353931887","0.494135572633689","0.392127462690663","0.936726435593134","0.960191954805031","-0.81636538777589","-0.879723452216386","0.0624838878894619","0.0614865935221676","0.541830560590655","0.537755954200221","0.0217748562037798","0.0406737880032868","0.0319148936170213","0.0405831363278172","0.0844444444444444","0.0888888888888889"
"int179","A-6","1042","19642.5330027964","11405.9257601214","17982.1354367551","9465.07067881944","47230.5976705682","39428.5969321891","0.844153665492367","0.0303640328803892","0.125482301627244","3508.85526310595","23605.02631544","849.067917944086","169.881016042781","25.2531796502385","175.160220994475","6.30007949125596","7.10828877005348","29.3756906077348","0.709542618713575","0.906266723074454","0.975703287251751","-0.928012148229083","-0.624425032492659","-0.0658235796430568","0.130737891637815","0.531516661576276","0.435716138533969","0.923684657225527","0.954409354136361","-0.893715127221737","-0.910759555897955","-0.0298601910911109","-1.01333226754081e-05","0.402459268189404","0.349796299841686","0.943042149799857","0.962663487109546","-0.870885772238539","-0.639180677482477","0.141982732587039","0.179508992134678","0.518197066524048","0.469609026033483","0.0227576974564926","0.0535475234270415","0.0105346849532896","0.0365732458755715","0.0722222222222222","0.0444444444444444"
"int180","A-7","1042","11570.7369329501","3263.57674647099","12557.9040117848","4163.38442771515","17381.2320812498","9003.54695192189","0.86979886381084","0.0250268693382466","0.105174266850914","2877.75746815291","23799.2643169142","684.780244246606","189.715328467153","22.9394527802295","194.975460122699","5.61006178287732","5.8029197080292","24.3865030674847","0.648732564186516","0.946113964082442","0.939468695222317","-0.879226652802482","-0.628045794607027","0.0484727638886501","0.0200052286792598","0.493595340314071","0.408565255918027","0.93689313295062","0.947281063591623","-0.891120657485081","-0.871323092086589","0.00616198248399064","-0.00762357826687343","0.37847208331696","0.333196377088819","0.944478456894607","0.942264733005717","-0.851420311520551","-0.753281735322657","0.135691345109144","0.138643681998575","0.542921995535476","0.48339160245171","0.0263157894736842","0.0804093567251462","0.0077683615819209","0.0836864406779661","0.0679012345679012","0.0740740740740741"
"int181","C-6","1042","10654.2036864822","2254.28411833278","11929.5568355316","3351.73622526776","14253.0893356358","5651.64685752877","0.491615720524017","0.0392139737991266","0.469170305676856","22353.3750611807","23422.7751711441","1868.32937499444","196.63905435592","187.659086871558","192.783964365256","15.377509326701","17.391660461653","208.080178173719","1.17408614676626","0.938994218955436","0.939496517565238","-0.918685955069303","-0.916917535469811","-0.156955001810767","-0.0108770924609779","0.481572873522478","0.39866629824585","0.93992582726946","0.945667891828474","-0.92440272740854","-0.836845135351277","-0.133868316105421","-0.0212126918517051","0.469316707601619","0.372530455286733","0.945667891828474","0.944730220674945","-0.87463671435857","-0.849013123497803","0.0557438123778346","0.0395345727927573","0.478292589831498","0.502417381671847","0.0119158443492832","0.0109849190094954","0.00657427149964463","0.0133262260127932","0.0290178571428571","0.0200892857142857"
"int182","A-11","1042","11914.9844664305","3664.33173088811","11242.9930053918","2927.99242459625","14468.7443608432","6178.50091370731","0.410810103389609","0.145268943855516","0.443920952754875","13708.7922089175","12686.2909032406","4486.07292213986","117.828125","127.324944249761","100.507207207207","35.5399808856324","29.764445754717","90.954954954955","1.41967642751686","0.937259505246465","0.958425655877855","-0.930126891901833","-0.900334718237761","-0.0212056671711349","0.110301652474342","0.510590096966092","0.434238389321335","0.937259505246465","0.902206346525842","-0.935046789711583","-0.888841313132869","0.00559841018308982","-0.00341707950690715","0.482848168777896","0.409592575251437","0.934376334911096","0.946603373387631","-0.910226748067069","-0.884139561173878","-0.0357618083298944","-0.00706388226462514","0.457321371040634","0.458312370785989","0.0209377764671188","0.0265408434090239","0.0277246653919694","0.00956022944550669","0.0108205590622182","0.0306582506762849"
"int183","G-9","1042","8772.81212470355","272.183866032334","12850.9194624288","4292.60516700358","16324.6910510364","7810.9834404171","0.48403957438865","0.0354676124696659","0.480492813141684","10413.0611432345","10489.9252309273","768.640876928728","93.7474747474748","93.0620902429618","91.321052631579","6.69147705360586","6.84576534576535","92.7368421052632","1.16273504108447","0.908461649726998","0.942150934564808","-0.91171506228368","-0.831985090332313","-0.183652852346177","0.0179991076120092","0.452225709592849","0.375277588287215","0.916379749319894","0.931460897419849","-0.92791662323108","-0.873298685548145","-0.141636749949492","-0.043339597225315","0.413799414662124","0.336475074302889","0.933389490051691","0.933782862107943","-0.867682616830794","-0.882468661154383","0.00652973942051018","0.123966936024369","0.521109160252249","0.510057481739783","0.00699572483482316","0.0466381655654878","0.00771604938271605","0.064429012345679","0.0476190476190476","0.0846560846560847"
"int184","I-6","1042","8913.56415624043","589.379698426448","10919.892036595","2644.43871820424","30841.3942831056","22609.172038506","0.379563620652409","0.0219269820695615","0.59850939727803","22122.8268595502","14029.8887537375","810.49158139121","121.909041689226","192.228514513375","123.487684729064","7.13403528742174","7.63598628406425","208.428571428571","1.05857953484916","0.944088748030175","0.969373041031711","-0.946527622687296","-0.845256683383922","-0.384932310470536","0.0464234616812065","0.425396721796512","0.429788043330614","0.94472378307388","0.911269658068715","-0.944488863185544","-0.85495575665721","-0.288522889273932","-0.0652543934644161","0.428011739238111","0.331767485260234","0.926651338362984","0.969373041031711","-0.907150971865791","-0.881932735969925","0.00701787030421328","0.229178769975214","0.517033106502618","0.560211410580135","0.00631768953068592","0.0451263537906137","0.00540848277825221","0.022203245089667","0.0346534653465347","0.188118811881188"
"int185","G-10","1042","9476.54702490405","1242.9875860145","11929.5176553001","3455.00291993792","12437.4616956303","3943.58222651703","0.574607589906616","0.066759388038943","0.358633022054441","7368.03716431123","11805.1875230959","1371.55705662525","104.110249307479","64.978561549101","100.532738095238","11.6801521438451","12.1817174515235","65.4404761904762","1.22996847582778","0.94120039824156","0.950387287864616","-0.889004955778969","-0.7961087677124","-0.117554509386571","0.0194557926071784","0.467178299324755","0.399516034052232","0.935598014918694","0.933229370601193","-0.861074558659303","-0.911391532506362","-0.110658881485211","-0.0433607364762126","0.419133609891895","0.359469467876531","0.930678257996786","0.945153099581656","-0.916948797948474","-0.785625390493536","-0.132063724605683","0.0331893493294248","0.546702153014797","0.513082376548875","0.0133037694013304","0.0321507760532151","0.00830162573503978","0.0204081632653061","0.0656716417910448","0.0626865671641791"
"int186","H-5","1042","14456.6787874016","6025.51469221094","15994.5411913586","7067.776907049","21252.5601412742","11731.9250675903","0.590020426028596","0.028596440035016","0.381383133936388","10771.060997541","16663.4164782157","807.623548400169","158.594491201224","102.514589515331","164.734693877551","7.98442136498516","8.1664116296863","108.913265306122","1.10764205838898","0.922894274597235","0.96186173319668","-0.924538142804273","-0.844846280367455","-0.124883251127931","0.0759875960420641","0.482455192591634","0.404124444881685","0.941896852976077","0.941027923529135","-0.914154506036194","-0.880172822791081","-0.11789564306851","-0.00649380719506727","0.450693172725646","0.369170136745077","0.943836962106833","0.956166577554427","-0.854526996296231","-0.859045377516488","0.166437152735263","0.195017391110927","0.536329843308213","0.528017389224547","0.01415996938385","0.0711825487944891","0.00939896116744991","0.0472421469206035","0.112820512820513","0.107692307692308"
"int187","I-13","1042","10749.9131693897","2376.37941042596","11905.51063452","3215.73803562095","11240.2094369696","2921.44877266907","0.396317829457364","0.0981104651162791","0.505571705426357","8140.53070528385","6381.3647502848","1579.73882876855","54.0416866315285","68.9388753056235","52.7432098765432","13.0574572127139","13.0551030186871","67.2765432098766","1.34144227147258","0.952000761999913","0.960647578780016","-0.866710131882009","-0.854786187389646","0.0339631380710518","0.0343312622279914","0.460977639227326","0.407220694783921","0.952670759703258","0.955715898791033","-0.904066884134109","-0.806481052595755","0.0299010643672851","0.0603400674992515","0.445333301346416","0.393993019728246","0.955715898791033","0.949071493460255","-0.788757153481838","-0.924850628978962","0.149388016431733","0.0533833631083914","0.482101858191397","0.503528797139128","0.0220517737296261","0.0215723873441994","0.0171253822629969","0.0244648318042813","0.051980198019802","0.0445544554455446"
"int188","H-11","1042","7326.18404698523","-1126.03848331324","12910.5424916534","4545.77301749936","17846.3088412259","10084.8023333743","0.483699126358406","0.106967824419348","0.409333049222246","7787.62057233749","9202.44596522962","2035.07835883052","74.8662155127538","63.357268722467","69.0199203187251","15.263436123348","17.172826652785","65.7151394422311","1.33655238158879","0.948805920934007","0.942264448502748","-0.92935143426373","-0.870731785549114","-0.0246290942994912","0.0840424659338019","0.484109027585808","0.438464994114355","0.954470433894807","0.922679723693397","-0.898184160553666","-0.835397408048878","0.0245991760555192","0.0456761876227049","0.473885086884652","0.407047784831686","0.930433969388136","0.959012548033285","-0.869495261438628","-0.887103036518178","0.0716859128320023","0.0617457927838176","0.476537254322658","0.488220090673058","0.0359375","0.034375","0.0414279418245923","0.0273248126928162","0.0279441117764471","0.0479041916167665"
"int189","E-4","1042","9939.28780695656","1628.5289586219","9641.504679134","1238.01306645447","8549.33128016919","344.02135458705","0.279355333844973","0.0617805065234075","0.658864159631619","20596.4983667625","8732.81934245957","1931.29658535164","73.2842166569598","172.840201465201","77.4244306418219","17.1231684981685","17.0749369054553","182.097308488613","1.15441684241544","0.947352181207237","0.961848548268608","-0.931421266623507","-0.866005025489379","-0.170379661022325","0.0718028911398347","0.4855839865424","0.438240545652349","0.952974449344966","0.945060611735811","-0.931352136218483","-0.870702624728439","-0.0844584398982101","0.0331558464088179","0.499139734278167","0.419793309984915","0.94756462609782","0.967590927661256","-0.832980411173769","-0.878359026783618","0.078126157929921","0.0899699681409803","0.513862456439213","0.537913004884075","0.0163106796116505","0.0266019417475728","0.0201557489693083","0.0238204306000916","0.0892116182572614","0.0746887966804979"
"int190","D-12","1042","11548.90682915","3291.71398549271","18363.3004321656","10058.9585773725","17106.6162940366","8647.86004688335","0.428178511223494","0.0451601455061663","0.52666134327034","24235.0846258052","19703.2544481361","2078.10951390412","186.156334231806","228.974305843349","192.85068762279","20.3402403646913","20.5247641509434","239.361493123772","1.19325065329498","0.949887242541141","0.94515613514094","-0.944994367502678","-0.887121692243004","-0.229215121501705","0.0313373516866314","0.494007926037172","0.415245499674388","0.938849866071592","0.927304754344088","-0.956277882338531","-0.891581837591486","-0.189175694043948","0.0588503852361412","0.499252099681514","0.411044763169134","0.940046701148518","0.937824152221662","-0.896481362946132","-0.919139447047525","0.125143431963473","0.0528233031849127","0.50387667368728","0.521913419553382","0.0203875315922494","0.0141533277169334","0.0242487046632124","0.0111917098445596","0.0492125984251969","0.0551181102362205"
"int191","G-8","1042","24721.1775203261","16018.5276970044","26222.7321241579","16777.0305786585","26428.859650583","18735.0697458938","0.518331226295828","0.174462705436157","0.307206068268015","1970.77898528295","3325.18265006588","1119.20781880266","31.5925925925926","18.7243902439024","28.5253623188406","9.60121951219512","10.7325102880658","18.8985507246377","1.44146204776291","0.951878586726695","0.954381417977107","-0.786261453739756","-0.788327296370964","0.271468351444231","0.137290065503858","0.480805998241189","0.425215698295475","0.923766189781793","0.937217059171007","-0.842427102890564","-0.638333278690246","0.171108317179113","0.146620145940688","0.458861165059696","0.423741424969387","0.937217059171007","0.940263349663836","-0.689402757621754","-0.762879696522645","0.22382124309758","0.100600468263303","0.494344149711097","0.475565769250612","0.107216494845361","0.0474226804123711","0.105006105006105","0.0744810744810745","0.109090909090909","0.0654545454545455"
"int192","H-4","1042","15391.5009607663","7132.95965879271","16027.1187345854","7627.58354417456","22204.4008061776","13807.4710136566","0.398829431438127","0.05","0.551170568561873","14556.9495064919","10533.4722612207","1320.54851409014","86.6705097087379","119.777777777778","97.819397993311","12.2633123689727","11.5834344660194","127.688963210702","1.18521879248071","0.950048181184335","0.956607928855405","-0.930486566811628","-0.823309688396042","-0.0849693353338056","0.00786359249743432","0.479061611435528","0.40643063713435","0.941027330303018","0.942147394987876","-0.894367246358545","-0.871403415439032","-0.0452582512420486","0.00673167078640651","0.475153462822806","0.383781912097648","0.93103061156619","0.942404010468979","-0.852353525241149","-0.833528056290717","0.0631574409336989","0.133868046998506","0.474146758868051","0.523463166216724","0.0251896813353566","0.024886191198786","0.026006711409396","0.037751677852349","0.0268456375838926","0.0805369127516778"
